epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.4977298378944397,0.6643778681755066,0.6866876482963562,0.4977298378944397,0.9999999403953552,0.49570220708847046,0.6644579768180847,0.682532548904419,0.49570220708847046,1.0
1,0.4977298378944397,0.6644706130027771,0.6818245649337769,0.4977298378944397,0.9999999403953552,0.49570220708847046,0.6643637418746948,0.6826527714729309,0.49570220708847046,1.0
2,0.4977298378944397,0.6642614006996155,0.6789978742599487,0.4977298378944397,0.9999999403953552,0.49570220708847046,0.6643354296684265,0.6816802620887756,0.49570220708847046,1.0
3,0.4977298378944397,0.6643499732017517,0.6768800020217896,0.4977298378944397,0.9999999403953552,0.49570220708847046,0.6643219590187073,0.6782844066619873,0.49570220708847046,1.0
4,0.4977298378944397,0.6643185019493103,0.6752885580062866,0.4977298378944397,0.9999999403953552,0.49570220708847046,0.6643140912055969,0.6783351302146912,0.49570220708847046,1.0
5,0.4977298378944397,0.6643343567848206,0.6737722754478455,0.4977298378944397,0.9999999403953552,0.49570220708847046,0.6643090844154358,0.6785665154457092,0.49570220708847046,1.0
6,0.4977298378944397,0.6643233895301819,0.672525942325592,0.4977298378944397,0.9999999403953552,0.49570220708847046,0.664304792881012,0.679316520690918,0.49570220708847046,1.0
7,0.4977298378944397,0.6642938256263733,0.6712894439697266,0.4977298378944397,0.9999999403953552,0.49570220708847046,0.6643022894859314,0.6792044043540955,0.49570220708847046,1.0
8,0.4977298378944397,0.6643043756484985,0.6702650785446167,0.4977298378944397,0.9999999403953552,0.49570220708847046,0.6642999649047852,0.6802118420600891,0.49570220708847046,1.0
9,0.4977298378944397,0.6643019914627075,0.6694185137748718,0.4977298378944397,0.9999999403953552,0.49570220708847046,0.6642978191375732,0.6796069145202637,0.49570220708847046,1.0
