epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.5024374723434448,0.6455621123313904,0.6934407353401184,0.5032484531402588,0.6488545536994934,0.4984166622161865,0.5379743576049805,0.693159818649292,0.0,0.0
1,0.5004635453224182,0.5282688736915588,0.6931571364402771,0.5014265179634094,0.7808052897453308,0.5015833377838135,0.5681598782539368,0.6931411027908325,0.5015833377838135,1.0
2,0.5006927251815796,0.5892194509506226,0.6931569576263428,0.5013283491134644,0.9245269298553467,0.5015833377838135,0.6021834015846252,0.6931442022323608,0.5015833377838135,1.0
3,0.5002968907356262,0.6093452572822571,0.6931524276733398,0.5013439655303955,0.7666884660720825,0.5015833377838135,0.6070204377174377,0.6931430697441101,0.5015833377838135,1.0
4,0.502286434173584,0.6108251214027405,0.6931422352790833,0.5032573342323303,0.623849093914032,0.4984166622161865,0.5961374640464783,0.6931554079055786,0.0,0.0
5,0.4996718764305115,0.586776614189148,0.6931577920913696,0.501113772392273,0.6444949507713318,0.5015833377838135,0.5893021821975708,0.6931445002555847,0.5015833377838135,1.0
6,0.5002655982971191,0.5935376882553101,0.6931560039520264,0.5011755228042603,0.8629838228225708,0.5015833377838135,0.5977820754051208,0.6931560635566711,0.5015833377838135,1.0
7,0.5012760162353516,0.6018161773681641,0.6931620240211487,0.501693606376648,0.8978710174560547,0.5015833377838135,0.6050491333007812,0.693159818649292,0.5015833377838135,1.0
8,0.5007239580154419,0.608273983001709,0.6932405233383179,0.5013327598571777,0.9331942200660706,0.5015833377838135,0.6114478707313538,0.6931571364402771,0.5015833377838135,1.0
9,0.5015051960945129,0.6107997298240662,0.6931508183479309,0.5021462440490723,0.7625779509544373,0.5015833377838135,0.6123147010803223,0.6931436061859131,0.5015833377838135,1.0
