epoch,accuracy,f1_score,loss,precision_1,recall_1,val_accuracy,val_f1_score,val_loss,val_precision_1,val_recall_1
0,0.7321978807449341,0.6999984979629517,0.5328192710876465,0.7297303080558777,0.7405619621276855,0.7645833492279053,0.7402679920196533,0.48392820358276367,0.7352507710456848,0.8292490243911743
1,0.7604479193687439,0.7489633560180664,0.49312812089920044,0.7571009397506714,0.769439160823822,0.7742708325386047,0.7541751265525818,0.4727444648742676,0.7634186148643494,0.7969347238540649
2,0.7699114680290222,0.7582442760467529,0.47885704040527344,0.7654554843902588,0.7806391716003418,0.7763124704360962,0.7611674070358276,0.4679236114025116,0.769420325756073,0.7911198139190674
3,0.7769583463668823,0.7639398574829102,0.46720051765441895,0.7729326486587524,0.7865557670593262,0.7785000205039978,0.7659447193145752,0.46719124913215637,0.7750409245491028,0.7867586016654968
4,0.7812604308128357,0.7679644823074341,0.4588841199874878,0.7763898372650146,0.7922336459159851,0.7777708172798157,0.7695528864860535,0.46469932794570923,0.7682336568832397,0.7975577116012573
5,0.786942720413208,0.7712262272834778,0.4502914249897003,0.7827875018119812,0.7963649034500122,0.776645839214325,0.7725494503974915,0.467133492231369,0.7874391674995422,0.7598022818565369
6,0.7920989394187927,0.7739382982254028,0.4418126940727234,0.7894208431243896,0.798721194267273,0.7771874666213989,0.7750881314277649,0.468654990196228,0.7819070816040039,0.7707675695419312
7,0.79666668176651,0.7764042019844055,0.43471646308898926,0.7930805683135986,0.8047208189964294,0.7775208353996277,0.7775402069091797,0.47745266556739807,0.7808007001876831,0.7736334800720215
8,0.8000260591506958,0.7786856889724731,0.4275723695755005,0.7968564629554749,0.8072535395622253,0.7754374742507935,0.7796640396118164,0.47711482644081116,0.7859447002410889,0.7590131163597107
9,0.8046510219573975,0.7808045148849487,0.4195289611816406,0.8008078932762146,0.812869131565094,0.7753124833106995,0.7816843390464783,0.4853297472000122,0.7935421466827393,0.7461787462234497
