epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.7460989356040955,0.7104960680007935,0.5115916728973389,0.7415589094161987,0.7582391500473022,0.7684166431427002,0.7528203129768372,0.47669172286987305,0.7532238960266113,0.8005897998809814
1,0.7751666307449341,0.7612979412078857,0.4696802794933319,0.7693102359771729,0.7882996201515198,0.7757916450500488,0.7662964463233948,0.46613800525665283,0.7729173898696899,0.7830619812011719
2,0.7844791412353516,0.7701231837272644,0.45441362261772156,0.7791469097137451,0.7961469292640686,0.7779374718666077,0.773210346698761,0.46506866812705994,0.7653783559799194,0.8036218881607056
3,0.7912083268165588,0.7760316729545593,0.4420861303806305,0.7857498526573181,0.8027797341346741,0.7793124914169312,0.777969241142273,0.46421191096305847,0.7764155864715576,0.7865093946456909
4,0.7972655892372131,0.7799827456474304,0.4306376576423645,0.7911283373832703,0.8097447156906128,0.7780624628067017,0.781682014465332,0.46438053250312805,0.7824111580848694,0.772304356098175
5,0.8021093606948853,0.7833408117294312,0.4193439781665802,0.7965598702430725,0.8133362531661987,0.778374969959259,0.7847276926040649,0.46563032269477844,0.7755721807479858,0.7854294776916504
6,0.8082968592643738,0.7863636612892151,0.40799054503440857,0.8028200268745422,0.8191282749176025,0.7779374718666077,0.7876880764961243,0.4711745083332062,0.7645620703697205,0.8052417635917664
7,0.8147135376930237,0.7892295718193054,0.39733463525772095,0.8094078898429871,0.8249929547309875,0.7740833163261414,0.7904801368713379,0.47770100831985474,0.7719053626060486,0.7801129817962646
8,0.8193593621253967,0.7918591499328613,0.3862468898296356,0.8139179348945618,0.8296743631362915,0.7728958129882812,0.7929790616035461,0.4949439764022827,0.7639540433883667,0.7919089794158936
9,0.8249687552452087,0.7943159937858582,0.37690111994743347,0.8188657164573669,0.8361203670501709,0.7717083096504211,0.7954027652740479,0.48913443088531494,0.7727688550949097,0.7718059420585632
