epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.7682448625564575,"""[0.778828]""",0.10051539540290833,0.7311434149742126,0.8142071962356567,0.7789587378501892,"""[0.7917722]""",0.08420607447624207,0.7411420345306396,0.8237425684928894
1,0.7742812633514404,"""[0.7841481]""",0.08522386848926544,0.7429625988006592,0.8256040811538696,0.7766172885894775,"""[0.793432]""",0.08422788977622986,0.7434796690940857,0.8274396657943726
2,0.7754085659980774,"""[0.7853532]""",0.08457856625318527,0.7437080144882202,0.8286691308021545,0.7728108167648315,"""[0.7920945]""",0.08512289077043533,0.7437544465065002,0.8299598097801208
3,0.7761300206184387,"""[0.7860135]""",0.08427226543426514,0.7437173128128052,0.8308824300765991,0.7788731455802917,"""[0.78917074]""",0.08287803083658218,0.7444284558296204,0.8305433988571167
4,0.776435375213623,"""[0.7861766]""",0.08407902717590332,0.744947612285614,0.83026522397995,0.779430627822876,"""[0.7907539]""",0.0829431414604187,0.7453915476799011,0.8301624059677124
5,0.7768579721450806,"""[0.7864718]""",0.08396006375551224,0.7457826137542725,0.8301132321357727,0.7817720770835876,"""[0.79382265]""",0.08195769786834717,0.7460772395133972,0.8301038146018982
6,0.7772365808486938,"""[0.78702456]""",0.08380792289972305,0.7463793754577637,0.8301795721054077,0.7801125645637512,"""[0.7962147]""",0.08234218508005142,0.7464287877082825,0.8306031227111816
7,0.7771464586257935,"""[0.78683764]""",0.08372267335653305,0.7465130686759949,0.830950915813446,0.778071939945221,"""[0.7823099]""",0.08304082602262497,0.7468726634979248,0.8303577303886414
8,0.777791440486908,"""[0.78750265]""",0.08368071913719177,0.747100293636322,0.830044150352478,0.7797418236732483,"""[0.7892649]""",0.08293315023183823,0.7474206686019897,0.8298432230949402
9,0.7777694463729858,"""[0.78740615]""",0.08365749567747116,0.7475950717926025,0.8297810554504395,0.7788757681846619,"""[0.78098714]""",0.0831889808177948,0.7479185461997986,0.8293585777282715
10,0.7780138254165649,"""[0.78754634]""",0.08358267694711685,0.7481827735900879,0.8290265202522278,0.7776207327842712,"""[0.7875381]""",0.08330079913139343,0.7483676075935364,0.8288810849189758
11,0.77818363904953,"""[0.78763664]""",0.08351384103298187,0.7485487461090088,0.8288828134536743,0.778186023235321,"""[0.7931173]""",0.0829455554485321,0.7484726905822754,0.829048752784729
12,0.7782860398292542,"""[0.7877326]""",0.08351323008537292,0.7485518455505371,0.8291811943054199,0.7815750241279602,"""[0.78873956]""",0.08201991021633148,0.7486703991889954,0.8291214108467102
13,0.7785758376121521,"""[0.7880798]""",0.08343645930290222,0.7489119172096252,0.8290826678276062,0.7830089330673218,"""[0.7915769]""",0.08132755011320114,0.7489864230155945,0.8290067315101624
14,0.7783781290054321,"""[0.78785074]""",0.08339662849903107,0.7490242719650269,0.829060971736908,0.7818576693534851,"""[0.7938605]""",0.08163706213235855,0.7491549253463745,0.8290541768074036
15,0.778313934803009,"""[0.78776675]""",0.08341603726148605,0.749106764793396,0.829115092754364,0.7816787362098694,"""[0.79306024]""",0.08253980427980423,0.7492671012878418,0.829204797744751
16,0.7786970734596252,"""[0.7881975]""",0.08378829061985016,0.7493555545806885,0.8291751146316528,0.7800788879394531,"""[0.777767]""",0.08207891881465912,0.7495514750480652,0.8288901448249817
17,0.778789758682251,"""[0.7882431]""",0.08324681967496872,0.749881386756897,0.8285197019577026,0.7762905955314636,"""[0.7702492]""",0.08419929444789886,0.7499982714653015,0.8281518816947937
18,0.7787016034126282,"""[0.788106]""",0.08333350718021393,0.7500890493392944,0.8277530670166016,0.7827288508415222,"""[0.794318]""",0.08196037262678146,0.7502427697181702,0.8278465270996094
19,0.7788779139518738,"""[0.7881063]""",0.08330490440130234,0.7503315806388855,0.8280296325683594,0.7827703356742859,"""[0.7933815]""",0.08195140212774277,0.750332236289978,0.8279726505279541
20,0.7791728377342224,"""[0.78847975]""",0.083335742354393,0.7504138946533203,0.8281002640724182,0.7810486555099487,"""[0.7818462]""",0.08227533847093582,0.7505443692207336,0.8278279304504395
21,0.7794139981269836,"""[0.7885797]""",0.08319209516048431,0.7506223917007446,0.8277255296707153,0.7824825644493103,"""[0.7974669]""",0.08184528350830078,0.7506796717643738,0.82779860496521
22,0.7791099548339844,"""[0.7884178]""",0.08319230377674103,0.7506224513053894,0.8280447721481323,0.7823399305343628,"""[0.7877327]""",0.08228778839111328,0.7507486939430237,0.8279077410697937
23,0.7792195081710815,"""[0.78845334]""",0.08398541063070297,0.7508881688117981,0.8278183937072754,0.776689887046814,"""[0.7925651]""",0.09134352207183838,0.7508103847503662,0.8279750347137451
24,0.7709441184997559,"""[0.78066075]""",0.1690608561038971,0.7508187890052795,0.8281197547912598,0.768581748008728,"""[0.77370656]""",0.2515626549720764,0.7505720853805542,0.8277094960212708
25,0.7760716676712036,"""[0.78615403]""",0.10714008659124374,0.7505414485931396,0.8275296688079834,0.7804652452468872,"""[0.7933706]""",0.08251026272773743,0.7504888772964478,0.8276497721672058
26,0.7590897679328918,"""[0.771114]""",0.3282671570777893,0.7501468062400818,0.8275365829467773,0.75789874792099,"""[0.7683329]""",0.1856321394443512,0.7497885823249817,0.8273603916168213
27,0.7746649980545044,"""[0.7847083]""",0.10865560919046402,0.7496588826179504,0.8272236585617065,0.7818317413330078,"""[0.79179853]""",0.08642847836017609,0.7496514320373535,0.8272870779037476
