epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.7718221545219421,0.7565016150474548,0.0778183862566948,0.7586174011230469,0.7951616048812866,0.7871236801147461,0.7781330347061157,0.07332057505846024,0.7708197236061096,0.8150767683982849
1,0.7924132347106934,0.7841656804084778,0.0719253346323967,0.778258740901947,0.8159475922584534,0.7906736135482788,0.7876071929931641,0.07215344160795212,0.7755045294761658,0.8161144256591797
2,0.8014540076255798,0.7910111546516418,0.06937509775161743,0.7870367765426636,0.8247867226600647,0.7913542985916138,0.79294353723526,0.0720754861831665,0.7866243720054626,0.7975754141807556
3,0.808515191078186,0.7952113151550293,0.06728632748126984,0.7944696545600891,0.8306736946105957,0.7903978824615479,0.7969192266464233,0.07214275002479553,0.7746188044548035,0.8170309662818909
4,0.8151131868362427,0.7989570498466492,0.06542210280895233,0.8009164333343506,0.8370922803878784,0.7890365123748779,0.8003900051116943,0.07292944937944412,0.7698284387588501,0.8224958777427673
5,0.8207311034202576,0.8021641969680786,0.06377924978733063,0.8066718578338623,0.8421105146408081,0.7889848351478577,0.8033279180526733,0.07325515896081924,0.7842548489570618,0.7952407598495483
6,0.8264567255973816,0.8048636317253113,0.06224886700510979,0.8127338290214539,0.8469212055206299,0.7883644104003906,0.8060083985328674,0.07393302023410797,0.7731677889823914,0.8140564560890198
7,0.8312453031539917,0.8074391484260559,0.0609002560377121,0.817032516002655,0.8522376418113708,0.7869254946708679,0.8085263967514038,0.07464884221553802,0.7710083723068237,0.8141429424285889
8,0.835628867149353,0.8098382949829102,0.05971089377999306,0.8220213651657104,0.8553842902183533,0.7854865789413452,0.8107601404190063,0.07557138800621033,0.7834905982017517,0.7869051098823547
9,0.8400124907493591,0.8119131326675415,0.058550313115119934,0.8260514140129089,0.8600956201553345,0.7852539420127869,0.8128513097763062,0.07609657198190689,0.7757236361503601,0.8003942966461182
