epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.4967018663883209,0.6641005277633667,0.6826087832450867,0.4967018663883209,1.0,0.49801167845726013,0.6638354063034058,0.6797805428504944,0.49801167845726013,1.0
1,0.4967018663883209,0.6639812588691711,0.6769989132881165,0.4967018663883209,1.0,0.49801167845726013,0.6638988256454468,0.6768501400947571,0.49801167845726013,1.0
2,0.4967018663883209,0.6640007495880127,0.6750490069389343,0.4967018663883209,1.0,0.49801167845726013,0.6639211177825928,0.6755185723304749,0.49801167845726013,1.0
3,0.4967018663883209,0.663949191570282,0.6734009981155396,0.4967018663883209,1.0,0.49801167845726013,0.6639306545257568,0.6764467358589172,0.49801167845726013,1.0
4,0.4967018663883209,0.6639881730079651,0.6718683838844299,0.4967018663883209,1.0,0.49801167845726013,0.6639343500137329,0.6738299131393433,0.49801167845726013,1.0
5,0.4967018663883209,0.6640109419822693,0.6706960797309875,0.4967018663883209,1.0,0.49801167845726013,0.6639373302459717,0.6735759973526001,0.49801167845726013,1.0
6,0.4967018663883209,0.6640296578407288,0.669730007648468,0.4967018663883209,1.0,0.49801167845726013,0.6639389395713806,0.6744746565818787,0.49801167845726013,1.0
7,0.4967018663883209,0.6639496088027954,0.6689289808273315,0.4967018663883209,1.0,0.49801167845726013,0.6639395356178284,0.6731491088867188,0.49801167845726013,1.0
8,0.4967018663883209,0.6639862656593323,0.6681010723114014,0.4967018663883209,1.0,0.49801167845726013,0.6639403104782104,0.6733194589614868,0.49801167845726013,1.0
9,0.4967018663883209,0.6640266180038452,0.6674149036407471,0.4967018663883209,1.0,0.49801167845726013,0.6639405488967896,0.6722895503044128,0.49801167845726013,1.0
10,0.4967018663883209,0.6640260815620422,0.666799008846283,0.4967018663883209,1.0,0.49801167845726013,0.6639409065246582,0.6718212366104126,0.49801167845726013,1.0
11,0.4967018663883209,0.6640267372131348,0.6661137938499451,0.4967018663883209,1.0,0.49801167845726013,0.6639410257339478,0.6740583181381226,0.49801167845726013,1.0
12,0.4967018663883209,0.6640132069587708,0.6654627919197083,0.4967018663883209,1.0,0.49801167845726013,0.6639410257339478,0.6728726029396057,0.49801167845726013,1.0
13,0.4967018663883209,0.6640264987945557,0.6648063063621521,0.4967018663883209,1.0,0.49801167845726013,0.6639412045478821,0.6741487979888916,0.49801167845726013,1.0
14,0.4967018663883209,0.6640264987945557,0.6642207503318787,0.4967018663883209,1.0,0.49801167845726013,0.6639413833618164,0.6723949909210205,0.49801167845726013,1.0
15,0.4967018663883209,0.6640263199806213,0.6636240482330322,0.4967018663883209,1.0,0.49801167845726013,0.6639414429664612,0.6773778796195984,0.49801167845726013,1.0
16,0.4967018663883209,0.6640190482139587,0.6630799770355225,0.4967018663883209,1.0,0.49801167845726013,0.6639416813850403,0.6738048791885376,0.49801167845726013,1.0
17,0.4967018663883209,0.6640267968177795,0.6624724864959717,0.4967018663883209,1.0,0.49801167845726013,0.6639422178268433,0.6756297945976257,0.49801167845726013,1.0
18,0.4967018663883209,0.6640272736549377,0.6620391011238098,0.4967018663883209,1.0,0.49801167845726013,0.6639426350593567,0.673667848110199,0.49801167845726013,1.0
19,0.4967018663883209,0.6640264987945557,0.6616763472557068,0.4967018663883209,1.0,0.49801167845726013,0.6639428734779358,0.6740371584892273,0.49801167845726013,1.0
20,0.4967018663883209,0.6640264391899109,0.6611694693565369,0.4967018663883209,1.0,0.49801167845726013,0.6639429926872253,0.6744634509086609,0.49801167845726013,1.0
21,0.4967018663883209,0.6640281677246094,0.660681426525116,0.4967018663883209,1.0,0.49801167845726013,0.6639429926872253,0.6737858653068542,0.49801167845726013,1.0
22,0.4967018663883209,0.6640264987945557,0.6601361632347107,0.4967018663883209,1.0,0.49801167845726013,0.6639436483383179,0.675011396408081,0.49801167845726013,1.0
23,0.4967018663883209,0.6640264987945557,0.6599710583686829,0.4967018663883209,1.0,0.49801167845726013,0.6639469265937805,0.6785110235214233,0.49801167845726013,1.0
