epoch,accuracy,f1_score,loss,precision,recall,val_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.7982758283615112,0.7919745445251465,0.06968897581100464,0.7757708430290222,0.835606038570404,0.8074759840965271,0.8052331209182739,0.06662661582231522,0.7933045029640198,0.8287137150764465
1,0.8112969994544983,0.8086949586868286,0.06570770591497421,0.7887178659439087,0.8472440242767334,0.8099730014801025,0.8108005523681641,0.0656731054186821,0.7988848686218262,0.8256734013557434
2,0.8164452910423279,0.8125863671302795,0.06422393769025803,0.7946066856384277,0.850479006767273,0.8113109469413757,0.8140586614608765,0.06533855944871902,0.7889991402626038,0.8470235466957092
3,0.8199983239173889,0.8154047131538391,0.06320652365684509,0.7983927726745605,0.8532534837722778,0.8111943006515503,0.8164342045783997,0.06527625769376755,0.7845699787139893,0.8550546169281006
4,0.8229387402534485,0.8175293803215027,0.06240050494670868,0.8012168407440186,0.8561127185821533,0.8119125366210938,0.8183637261390686,0.06530366092920303,0.7884054183959961,0.8497822880744934
5,0.8253462910652161,0.81932532787323,0.06172484904527664,0.8041812181472778,0.8573101758956909,0.8111190795898438,0.8199234008789062,0.06588812917470932,0.7876512408256531,0.8490104675292969
6,0.8271030187606812,0.8206609487533569,0.06123703718185425,0.8057239651679993,0.8592785596847534,0.8120707273483276,0.821159839630127,0.06532004475593567,0.7958430647850037,0.8366613388061523
7,0.8288402557373047,0.8217886090278625,0.06074891239404678,0.8077800273895264,0.8603038191795349,0.811622142791748,0.822269082069397,0.0655505582690239,0.7946786880493164,0.8375218510627747
8,0.830316960811615,0.8227832913398743,0.06033245474100113,0.8092674612998962,0.8616304397583008,0.8117128610610962,0.8232406377792358,0.06571269780397415,0.7925116419792175,0.841672956943512
9,0.8316957950592041,0.823711097240448,0.05994965136051178,0.8104665875434875,0.8631957173347473,0.8112409710884094,0.8241011500358582,0.06573072075843811,0.7906007766723633,0.8438736796379089
10,0.8330389261245728,0.8246204853057861,0.059611726552248,0.8121865391731262,0.8637774586677551,0.8108909130096436,0.8249428272247314,0.06620107591152191,0.7901051044464111,0.8438267707824707
11,0.8341266512870789,0.8253801465034485,0.05932809039950371,0.8134146928787231,0.8645340204238892,0.81096351146698,0.825688362121582,0.06597287952899933,0.78960782289505,0.8449427485466003
